postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1087 DC Amsterdam;Bernhard Eilershof 16;5.235.794;4.993.743;569000;151;552;3;2008;1;woonhuis;42;6
1068 PM Amsterdam;Oeverpad 546 *;523.633;480.887;495000;154;483;1;2001;0;appartement;32;5
1108 BK Amsterdam;Leerdamhof 121;5.230.793;4.975.544;225000;111;380;9;1980;0;appartement;26;5
1109 AW Amsterdam;Zomerstraat 20;5.230.686;5.018.233;259500;93;242;2;1960;1;woonhuis;20;4
1071 DJ Amsterdam;Museumplein 7 /I;5.235.747;4.883.339;2600000;234;800;2;1945;1;appartement;30;8
1071 NC Amsterdam;Johannes Verhulststraat 10 BOVEN;5.235.586;4.876.913;899000;136;476;3;1897;1;appartement;29;8
1016 SZ Amsterdam;Rozengracht 234 C;5.237.219;4.874.978;375000;68;221;1;1894;0;appartement;33;3
1091 TP Amsterdam;Overamstelstraat 24 II-A;5.235.028;4.913.585;250000;47;150;3;1911;0;appartement;26;2
1083 GR Amsterdam;Arent Janszoon Ernststraat 87;523.318;4.888.694;385000;111;320;1;1968;0;appartement;17;3
1092 HA Amsterdam;Transvaalstraat 17 III;5.235.543;4.927.114;319500;50;161;2;1913;0;appartement;19;2
1051 MC Amsterdam;Donker Curtiusstraat 53;5.237.838;4.871.338;275000;60;152;1;1998;0;appartement;24;2
1056 XG Amsterdam;Jan Haringstraat 17 A-1;5.237.669;4.860.757;289000;52;182;1;1939;0;appartement;21;4
1051 EP Amsterdam;Groen van Prinstererstraat 66 II;5.238.264;4.872.375;189000;37;124;1;1906;0;appartement;20;1
1052 XZ Amsterdam;Frederik Hendrikplantsoen 100 hs;523.787;4.875.093;375000;70;215;1;1906;1;appartement;23;3
1074 BM Amsterdam;Hemonystraat 35 II;5.235.692;4.902.722;399000;65;209;1;1882;0;appartement;13;3
1068 DA Amsterdam;Ruimzicht 316;523.618;480.995;275000;92;238;1;1960;0;appartement;19;3
1015 PC Amsterdam;Tuinstraat 189;5.237.647;4.879.892;975000;134;417;4;1906;1;woonhuis;29;6
1019 PG Amsterdam;Bogortuin 42 M73;5.237.767;4.933.571;27500;0;0;1;0;0;parkeergelegenheid;4;1
1019 HD Amsterdam;Veembroederhof 81;5.237.667;4.922.804;480000;114;330;1;2006;0;appartement;29;4
1033 CN Amsterdam;Spicastraat 3;524.149;489.076;225000;65;205;2;1927;1;woonhuis;19;3
1095 GH Amsterdam;Mataramstraat 15;523.612;4.945.075;225000;62;186;1;1982;1;appartement;16;2
1060 PL Amsterdam;Lomondlaan 55;5.234.932;4.780.961;349000;123;407;3;1998;1;woonhuis;29;5
1102 TE Amsterdam;Boris Pasternakstraat 439;5.231.744;4.943.968;148500;60;185;1;1984;0;appartement;18;3
1067 TL Amsterdam;Raasdorperweg 80;523.731;4.760.926;0;133;420;2;1979;1;woonhuis;13;5
1067 XW Amsterdam;Burgemeester Röellstraat 596;5.237.737;4.804.587;215000;0;0;1;0;0;onbekend;1;1
1073 TW Amsterdam;Van Ostadestraat 296 hs;5.235.335;489.984;850000;132;498;1;1906;1;appartement;33;4
1015 ND Amsterdam;Anjeliersstraat 45;5.237.798;4.884.872;200000;30;70;1;2011;0;appartement;18;1
1071 VA Amsterdam;Balthasar Floriszstraat 39 -1;5.235.333;4.885.191;339000;52;150;1;1906;0;appartement;16;2
1082 HG Amsterdam;Van Nijenrodeweg 385;5.232.753;4.877.694;169011;34;111;1;1966;0;appartement;24;2
1058 NC Amsterdam;Legmeerstraat 65 I;5.235.188;4.851.582;275000;51;172;1;1930;0;appartement;21;2
1095 AT Amsterdam;Molukkenstraat 37 3;5.236.481;4.939.736;429000;78;250;4;1925;0;appartement;20;3
1016 CR Amsterdam;Leidsegracht 78 /hs;5.236.606;488.188;1750000;240;700;6;1906;1;appartement;60;6
1016 AT Amsterdam;Dubbeleworststeeg 2;5.236.838;4.887.253;1850000;325;910;4;1640;0;woonhuis;68;7
1079 WP Amsterdam;Kribbestraat 55 II;5.234.095;4.903.967;625000;110;338;2;1935;0;appartement;32;4
1016 EJ Amsterdam;Keizersgracht 365 E;5.236.859;4.884.916;1000000;140;557;1;1725;0;appartement;14;3
1058 EM Amsterdam;Nachtwachtlaan 332;523.631;4.843.961;350000;98;250;1;1968;0;appartement;12;3
1052 JX Amsterdam;Van Oldenbarneveldtstraat 87 III;5.237.458;487.429;650000;118;412;2;1882;0;appartement;27;4
1069 EC Amsterdam;Langswater 366;5.235.552;4.790.227;175000;74;240;1;1963;0;appartement;26;3
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 305);5.233.965;4.924.522;3049915;488;1220;1;2016;0;appartement;4;7
1055 RZ Amsterdam;Nieuwpoortstraat 86 A 6;5.238.432;48.583;300000;62;216;1;2017;1;appartement;20;2
1079 BN Amsterdam;Uiterwaardenstraat 9 -I;5.234.213;4.911.394;369000;57;188;1;1934;1;appartement;22;3
1067 TE Amsterdam;Osdorperweg 926 D;5.237.976;476.242;450000;0;0;1;0;0;onbekend;1;1
1060 NT Amsterdam;Brenner 51 .;5.235.135;4.774.473;400000;0;0;1;0;0;onbekend;1;1
1091 BX Amsterdam;Ruyschstraat 87 HS;5.235.814;4.912.148;550000;88;293;1;2005;1;appartement;25;3
1051 MC Amsterdam;Donker Curtiusstraat 135;5.237.799;4.871.548;495000;98;312;1;1996;1;appartement;23;3
1091 EL Amsterdam;Weesperzijde 99 F;5.235.196;4.911.543;1955000;216;647;2;1896;1;appartement;22;4
1060 PK Amsterdam;Vätternkade 77;5.234.931;4.782;259000;115;300;2;1998;0;appartement;22;5
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 37);5.240.604;4.931.375;408396;136;340;2;2016;1;woonhuis;3;5
1106 XC Amsterdam;Ophemerthof 130;5.229.557;4.965.164;150000;73;190;1;1976;1;appartement;25;2
1086 VA Amsterdam;Haringbuisdijk 32;5.236.378;4.983.004;539000;127;449;3;2010;0;woonhuis;24;5
1087 GT Amsterdam;Erich Salomonstraat 589;5.235.605;4.999.186;315000;80;240;5;2008;0;appartement;7;3
1086 ZJ Amsterdam;IJburglaan 323;5.236.255;4.982.346;275000;95;280;1;2009;0;appartement;20;1
1012 WL Amsterdam;Singel 371;5.236.914;4.888.289;1450000;238;748;6;1906;0;woonhuis;47;8
1068 CE Amsterdam;Vrijzicht 63;523.624;480.833;169500;53;128;1;1967;0;appartement;20;2
1093 CN Amsterdam;Wagenaarstraat 193;5.236.332;4.926.556;575000;113;345;4;1910;0;appartement;27;4
1069 EM Amsterdam;Dijkgraafplein 121;5.235.545;4.787.832;175000;100;260;2;1960;0;appartement;25;4
1051 AM Amsterdam;De Wittenkade 142 huis;5.238.206;4.874.761;350000;68;227;1;1904;1;appartement;23;3
1058 EJ Amsterdam;Nachtwachtlaan 252;5.236.241;4.843.277;365000;98;255;1;1970;0;appartement;34;4
1077 ZR Amsterdam;Courbetstraat 21 -I;5.234.502;48.697;698000;126;448;1;1931;0;appartement;32;5
1017 RE Amsterdam;Leidsekruisstraat 15 3;5.236.353;488.512;349000;45;105;1;1955;0;appartement;12;2
1056 HL Amsterdam;Bestevâerstraat 135 -1;5.237.695;4.858.798;250000;50;169;1;1906;0;appartement;15;2
1071 ED Amsterdam;Pieter de Hoochstraat 65 HS;5.235.477;4.885.603;950000;165;470;3;1913;1;appartement;36;6
1071 LS Amsterdam;Hondecoeterstraat 28 IV;5.235.303;4.878.575;375000;61;174;4;1913;0;appartement;16;2
1057 SZ Amsterdam;Bartholomeus Diazstraat 11 H;5.237.011;4.854.621;425000;85;220;1;1995;0;appartement;24;3
1072 JE Amsterdam;Cornelis Trooststraat 22 I;5.235.038;4.887.768;350000;59;180;4;1908;0;appartement;21;2
1069 ED Amsterdam;Langswater 493;5.235.659;4.789.593;139000;61;165;1;1967;0;appartement;21;3
1069 LB Amsterdam;Baden Powellweg 41;5.234.835;4.795.366;200000;92;300;2;1964;0;appartement;35;4
1019 AX Amsterdam;Panamakade 37;5.237.286;4.944.314;585000;86;420;2;2006;1;woonhuis;44;5
1091 CK Amsterdam;Blasiusstraat 19 -1;5.235.647;4.908.261;310000;51;169;1;1884;0;appartement;28;2
1051 BM Amsterdam;Van Hogendorpstraat 139 I;5.238.302;4.873.883;225000;41;125;1;1906;0;appartement;12;2
1073 CJ Amsterdam;Govert Flinckstraat 320 -hs;5.235.646;4.899.221;1975000;330;1000;1;1882;1;appartement;11;6
1016 AA Amsterdam;Singel 204 F;5.237.402;488.866;350000;47;150;1;1925;0;appartement;11;1
1054 TR Amsterdam;Derde Kostverlorenkade 27 -III-IV;5.235.968;4.856.845;559000;103;278;2;1912;0;appartement;34;4
1107 RC Amsterdam;Tielstraat 103;5.229.197;4.969.013;162000;71;200;1;1985;0;appartement;8;3
1055 RL Amsterdam;Juliana van Stolbergstraat 51 II;5.238.069;4.856.391;165000;46;138;1;1937;0;appartement;19;2
1011 DG Amsterdam;Willem Frederik Hermansstraat 127;5.237.632;4.907.575;750000;128;330;1;2012;0;appartement;28;4
1055 LT Amsterdam;Admiraal De Ruijterweg 251 2;5.237.834;485.708;315000;66;300;2;1906;0;appartement;23;5
1011 TM Amsterdam;Foeliestraat 10 -III;523.715;491.019;499000;100;269;2;1930;0;appartement;18;4
1060 TN Amsterdam;P. Hans Frankfurthersingel 94;5.234.665;4.795.069;499000;162;499;1;2004;1;appartement;33;5
1060 NM Amsterdam;Schotse Hooglanden 48;5.235.234;4.770.427;475000;178;515;4;1995;1;woonhuis;27;6
1066 GG Amsterdam;Duke Ellingtonstraat;5.234.381;4.826.893;18500;0;0;1;0;0;parkeergelegenheid;7;1
1097 CE Amsterdam;Wakkerstraat 10 1,2&3;5.235.414;4.928.659;775000;210;547;3;1906;0;appartement;35;8
1054 GK Amsterdam;Vondelstraat 59 B;5.236.144;4.874.999;1095000;148;602;2;1885;0;appartement;32;3
1095 LG Amsterdam;Zeeburgerdijk 774;5.236.621;4.948.429;360000;0;0;1;0;0;onbekend;1;1
1018 VM Amsterdam;Nieuwe Kerkstraat 108 H;5.236.435;4.906.972;650000;138;372;2;1900;1;appartement;28;6
1071 AC Amsterdam;Vossiusstraat 16 II;5.236.098;4.880.879;1450000;208;600;3;1906;0;appartement;30;5
1098 ES Amsterdam;Linnaeusparkweg 248 hs;5.234.908;4.941.674;599000;92;325;1;1953;1;appartement;29;4
1055 CK Amsterdam;Tijl Uilenspiegelstraat 7 I;5.237.836;4.850.894;250000;67;171;1;1940;0;appartement;24;3
1087 DK Amsterdam;Bert Haanstrakade 182;5.235.981;4.995.219;299000;97;427;9;2007;1;appartement;40;3
1017 KZ Amsterdam;Prinsengracht 692;5.236.165;4.893.819;1850000;169;500;4;1672;1;woonhuis;27;8
1077 XJ Amsterdam;Henriëtte Bosmansstraat 44;5.234.225;4.870.425;1375000;171;579;3;1954;1;woonhuis;31;5
1068 JN Amsterdam;S. F. van Ossstraat 166;5.235.587;4.811.856;185000;78;195;1;1963;0;appartement;29;3
1086 Amsterdam;Cornelis Zillesenlaan;5.236.358;4.982.313;25000;0;0;1;0;0;parkeergelegenheid;3;1
1076 JJ Amsterdam;Van Tuyll van Serooskerkenweg 117 -I;523.438;4.858.928;299000;75;308;1;1931;0;appartement;13;4
1066 SW Amsterdam;Roeselarestraat 5;5.234.825;4.802.812;345000;108;383;3;1995;1;woonhuis;33;4
1035 CV Amsterdam;Wipmolen 4;524.173;48.894;158011;79;242;1;1963;0;appartement;27;3
1055 AA Amsterdam;Bos en Lommerplantsoen 25 K;5.237.673;4.844.428;140000;31;93;1;2012;0;appartement;23;1
1018 BM Amsterdam;Hoogte Kadijk 30;5.236.996;4.913.313;1450000;250;700;3;1906;1;appartement;50;13
1053 DP Amsterdam;Kinkerstraat 177 D;5.236.571;4.867.506;375000;70;217;1;1982;1;appartement;23;3
1087 KH Amsterdam;Willy Mullenskade;5.235.284;5.000.288;19900;0;0;1;0;0;parkeergelegenheid;7;1
1066 XT Amsterdam;Ottho Heldringstraat 33;5.234.843;4.833.439;399000;116;361;6;2001;0;appartement;20;3
1017 DS Amsterdam;Keizersgracht 633;5.236.384;4.894.336;5749000;706;2118;5;1687;1;woonhuis;25;37
1019 HD Amsterdam;Veembroederhof PP;5.237.673;4.923.301;39000;0;0;1;0;0;parkeergelegenheid;5;1
1019 ND Amsterdam;Venetiëhof 178;5.237.685;4.947.783;435000;89;270;1;1994;0;appartement;20;3
1093 JL Amsterdam;Domselaerstraat 15 II;5.235.986;4.926.724;465000;86;216;2;1902;0;appartement;20;4
1055 CC Amsterdam;Esmoreitstraat 47 - II;5.237.803;4.851.133;250000;56;185;4;1939;0;appartement;31;4
1091 EL Amsterdam;Weesperzijde 99 F*;5.235.179;4.911.541;1895000;216;647;2;1896;1;appartement;22;4
1068 MS Amsterdam;Professor J.H. Gunningstraat 73;5.235.348;4.803.964;300000;77;200;1;2007;0;appartement;20;3
1072 ND Amsterdam;Eerste Jan Steenstraat 69 -B;5.235.402;4.889.573;319000;52;175;1;1965;0;appartement;22;3
1018 AK Amsterdam;Funenpark 353;5.236.898;4.931.049;550000;102;300;1;2008;0;appartement;20;4
1046 Amsterdam;Limmerick Garagebox/Opslag;5.239.211;478.938;29250;0;0;1;0;0;parkeergelegenheid;7;1
1019 DP Amsterdam;Dirk Vreekenstraat 1;5.237.051;4.935.597;40000;0;0;1;0;0;onbekend;1;1
1091 XZ Amsterdam;Danie Theronstraat 34 III;5.235.184;4.915.385;275000;54;166;1;1928;0;appartement;17;4
1019 PE Amsterdam;Bogortuin 7;5.237.636;4.935.834;675000;158;618;2;2001;0;appartement;48;3
1072 CG Amsterdam;Saenredamstraat 10 2;5.235.568;4.887.869;300000;44;134;1;1906;0;appartement;20;2
1071 ZK Amsterdam;Van Breestraat 111;5.235.583;487.305;2195000;266;1161;1;1906;1;woonhuis;76;11
1083 HA Amsterdam;Mensinge 15;5.233.266;4.889.066;450000;135;402;1;1960;0;appartement;8;4
1019 DT Amsterdam;Rietlandpark 161;5.237.342;4.935.277;375000;109;331;1;2001;0;appartement;23;3
1067 DB Amsterdam;Suze Groenewegplantsoen 24;523.835;4.810.587;225000;89;275;1;1993;0;appartement;33;4
1063 ZM Amsterdam;Lex Althoffstraat 21 -III;5.237.904;4.829.855;225000;43;230;1;1953;0;appartement;32;2
1013 PR Amsterdam;Roggeveenstraat 125;5.238.969;4.886.689;370000;75;215;1;1881;0;appartement;28;3
1069 SZ Amsterdam;Jan Smitstraat 6 30;5.235.172;4.799.904;16000;0;0;1;0;0;onbekend;1;1
1076 XK Amsterdam;Theseusstraat 15 -I;5.234.877;4.861.983;250000;41;103;1;1906;0;appartement;31;2
1054 ZE Amsterdam;Jacob van Lennepkade 19 II+III;5.236.605;4.875.974;1250000;195;643;2;1887;0;appartement;41;6
1087 CJ Amsterdam;Maria Austriastraat 13;5.235.809;4.993.015;479000;140;476;3;2008;0;woonhuis;24;5
1061 MJ Amsterdam;Willem Augustinstraat 206;5.237.551;4.838.708;325000;98;275;1;2013;0;appartement;19;3
1077 SG Amsterdam;Stadionweg 95 III;523.465;487.071;610000;103;367;1;1957;0;appartement;19;4
1087 AZ Amsterdam;Johan van der Keukenstraat;5.235.978;4.990.364;25000;0;0;1;0;0;parkeergelegenheid;1;1
1064 CT Amsterdam;Burgemeester Hogguerstraat 411;5.237.227;48.294;43000;0;0;1;0;0;parkeergelegenheid;4;1
1069 ED Amsterdam;Langswater 465;5.235.655;4.789.373;145000;60;180;13;1965;0;appartement;18;3
1068 JG Amsterdam;Eastonstraat 201;523.565;481.295;225000;77;202;1;1964;0;appartement;29;3
1081 JW Amsterdam;Amstelveenseweg 1150;523.222;4.857.237;795000;219;708;3;1938;0;woonhuis;18;10
1051 ED Amsterdam;Groen van Prinstererstraat 1 B;5.238.511;487.166;425000;78;251;1;1904;0;appartement;29;3
1095 MB Amsterdam;John Blankensteinstraat 155 A;5.237.328;4.969.528;510000;122;398;2;2017;1;appartement;10;4
1056 JS Amsterdam;Willem de Zwijgerlaan 50 III;5.237.181;486.394;250000;48;162;1;1935;0;appartement;17;2
1068 CD Amsterdam;Vrijzicht 18;5.236.248;480.796;37500;0;0;1;0;0;onbekend;1;1
1055 RZ Amsterdam;Nieuwpoortstraat 86 D 7;5.238.437;4.858.142;650000;146;424;2;2017;1;appartement;20;3
1052 KJ Amsterdam;Van Oldenbarneveldtstraat 100 I;523.738;4.873.462;280000;50;165;1;1906;0;appartement;32;3
1098 BS Amsterdam;Bredeweg 34 huis;5.235.485;4.930.989;1100000;149;640;2;1906;1;appartement;32;4
1018 AK Amsterdam;Funenpark 367;5.236.873;4.931.841;975000;158;569;3;2009;1;woonhuis;54;5
1056 GN Amsterdam;Admiraal De Ruijterweg 82 -III;523.716;4.860.095;700000;156;420;2;1910;0;appartement;27;5
1015 HJ Amsterdam;Palmgracht 5 C;523.821;4.884.839;500000;86;283;4;2009;0;appartement;21;3
1060 PJ Amsterdam;Ladogameerhof 72;523.508;478.117;325000;129;420;2;1997;1;appartement;32;3
1011 NV Amsterdam;Waterlooplein 9 -C;5.236.911;4.901.018;350000;54;178;1;1906;0;appartement;13;2
1015 LK Amsterdam;Tweede Boomdwarsstraat 12;5.237.871;488.298;1500000;254;893;5;1723;0;woonhuis;45;8
1054 KS Amsterdam;Saxenburgerdwarsstraat 13 II;5.235.849;4.861.589;550000;83;196;2;1906;0;appartement;16;4
1012 JS Amsterdam;Dam 5 /X+Y;5.237.309;489.409;16600000;676;2100;2;2017;1;appartement;20;11
1093 XR Amsterdam;Pieter Nieuwlandstraat 26 c;5.236.153;4.927.555;289000;68;220;1;1981;0;appartement;17;3
1016 RL Amsterdam;Lauriergracht 30 II;5.237.181;4.881.752;850000;143;450;1;1906;0;appartement;27;3
1055 BA Amsterdam;Lanseloetstraat 9 H;5.237.654;4.849.891;325000;71;239;2;1940;1;appartement;46;4
1062 AL Amsterdam;Marius Bauerstraat 235 B6;5.236.254;4.836.384;169000;45;151;1;2015;0;appartement;13;2
1056 PM Amsterdam;Orteliusstraat 278 hs;5.237.234;4.848.195;385000;72;266;4;1931;1;appartement;18;3
1060 LS Amsterdam;Hebridenlaan 37;5.234.748;4.793.842;449500;165;600;4;2003;1;woonhuis;47;5
1054 KD Amsterdam;Schoolstraat 20 A2;5.235.867;486.169;275000;53;242;2;1883;0;appartement;22;2
1017 GR Amsterdam;Kerkstraat 156;5.236.328;4.889.116;1600000;191;843;1;1906;1;appartement;27;4
1053 KB Amsterdam;Jacob van Lennepstraat 252 A;5.236.397;4.863.974;265000;49;147;4;1904;0;appartement;15;2
1015 DT Amsterdam;Prinsengracht 213 M;5.237.716;4.885.497;345000;0;0;1;0;0;onbekend;1;1
1055 AK Amsterdam;Elckerlijcstraat 63;5.237.643;4.847.941;350000;86;256;1;2008;0;appartement;21;3
1075 CV Amsterdam;Koninginneweg 259 huis;5.235.166;485.759;1395000;207;555;3;1906;1;appartement;39;8
1106 JX Amsterdam;Randwijkhof 16;5.229.583;4.971.362;225000;96;322;2;1992;1;woonhuis;21;4
1098 WS Amsterdam;Praterlaan 128;5.234.363;4.950.912;375000;96;278;1;2001;0;appartement;26;4
1058 XR Amsterdam;Van Rensselaerstraat 5 I;5.236.216;4.857.183;225000;52;143;1;1926;0;appartement;21;2
1087 DM Amsterdam;Talbotstraat 171;5.235.853;4.995.736;310000;92;275;1;2007;0;appartement;30;3
1018 AS Amsterdam;Parelstraat 40;5.237.012;49.208;325000;67;209;5;1988;0;appartement;18;3
1055 ST Amsterdam;Heer Halewijnstraat 19 III;5.237.783;485.456;229000;57;186;1;1939;0;appartement;17;3
1091 TK Amsterdam;Marcusstraat;5.235.152;4.912.726;39000;0;0;1;0;0;parkeergelegenheid;5;1
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 20);5.240.604;4.931.375;422396;155;388;2;2016;1;woonhuis;5;5
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 38);5.240.604;4.931.375;412396;154;385;2;2016;1;woonhuis;3;5
1095 KG Amsterdam;Zuiderzeeweg 2;523.689;4.963.405;299900;88;233;1;2017;0;appartement;4;1
1017 BR Amsterdam;Herengracht 445 D;5.236.675;4.888.879;950000;136;483;4;1906;0;appartement;29;4
1082 EK Amsterdam;Zuid-Hollandstraat 2;5.232.681;487.183;45000;0;0;1;0;0;parkeergelegenheid;1;1
1107 RC Amsterdam;Tielstraat 93;52.292;496.901;129000;54;165;1;1984;0;appartement;23;2
1035 JD Amsterdam;Beloegastraat 56;5.242.214;4.887.987;275000;124;421;3;1992;1;woonhuis;53;4
1052 KC Amsterdam;Van Oldenbarneveldtstraat 50 D;5.237.528;4.874.281;450000;79;315;1;2006;1;appartement;17;2
1059 EJ Amsterdam;Leimuidenstraat 28;5.235.007;4.850.315;580000;0;0;1;0;0;onbekend;1;1
1015 DW Amsterdam;Prinsengracht 38 B;5.237.844;4.886.112;330000;38;120;1;1981;1;appartement;17;2
1055 RZ Amsterdam;Nieuwpoortstraat 86 A4;5.238.442;4.858.304;305000;62;216;1;2017;1;appartement;20;2
1054 VZ Amsterdam;Wilhelminastraat 89 III;5.236.154;4.863.488;675000;103;327;2;1905;1;appartement;34;4
1062 LB Amsterdam;Gerrit Mannourystraat 41;5.235.464;4.837.912;269000;81;240;1;1993;0;appartement;28;3
1019 DK Amsterdam;Entrepothof 66;5.236.923;4.936.303;369000;83;258;7;1990;0;appartement;14;3
1066 GM Amsterdam;Count Basiestraat 10;5.234.401;482.557;375000;112;370;2;1991;1;woonhuis;23;5
1019 BT Amsterdam;Dijksgracht 17 B;5.237.603;4.917.188;298000;0;0;1;0;0;onbekend;1;1
1093 SH Amsterdam;Pontanusstraat 190;5.236.377;4.930.251;250000;52;164;4;1980;0;appartement;14;2
1096 AK Amsterdam;State Amsterdam;5.233.953;4.926.469;1118806;190;494;1;2019;0;appartement;7;4
1061 GL Amsterdam;Sinjeur Semeynsstraat 66 -I;5.238.116;4.844.239;200000;81;275;1;1945;0;appartement;36;3
1074 VV Amsterdam;Van Ostadestraat 311;5.235.405;4.902.371;247000;48;140;1;1906;0;appartement;1;2
1058 EB Amsterdam;Nachtwachtlaan 58;5.236.109;4.843.293;355000;98;250;1;1968;0;appartement;13;3
1034 MV Amsterdam;Fokkezeil 47;5.241.052;4.924.233;185000;71;170;1;1974;0;appartement;15;3
1083 HA Amsterdam;Mensinge 15;5.233.266;4.889.066;450000;135;355;1;1969;0;appartement;19;4
1078 PD Amsterdam;Victorieplein 39 -II;5.234.562;4.902.552;575000;112;300;1;1906;0;appartement;31;3
1074 HT Amsterdam;Amsteldijk 31 2;5.235.621;4.904.726;497500;84;265;5;1890;0;appartement;28;3
1063 PV Amsterdam;Adolphine Eduardine Kokplantsoen 2;5.237.941;4.816.843;250000;93;280;1;1997;0;appartement;30;3
1034 ZA Amsterdam;Buiksloterdijk 411;5.240.215;4.901.424;378000;0;0;1;0;0;onbekend;1;1
1060 RG Amsterdam;Ladogameerhof 299;5.234.951;4.784.287;325000;133;330;3;1998;1;appartement;29;5
1081 JR Amsterdam;Amstelveenseweg 978 C;523.253;485.724;500000;100;325;2;2006;1;appartement;14;3
1021 NX Amsterdam;Bankwerkerij 162;5.238.385;4.917.349;175000;42;124;3;1984;0;appartement;21;2
1104 LH Amsterdam;Kelbergen 157;5.231.132;4.976.716;225000;92;235;1;1973;0;woonhuis;1;4
1071 MD Amsterdam;Valeriusstraat 41 2;5.235.465;4.871.027;899000;143;522;2;1906;0;appartement;33;7
1025 ZM Amsterdam;Amerbos 34;524.029;4.945.564;110000;30;95;1;1966;0;appartement;19;1
1083 KD Amsterdam;Beysterveld 219;5.232.792;4.887.562;700000;197;494;1;1987;0;appartement;30;4
1062 EG Amsterdam;Loosduinenstraat 62;5.235.053;4.837.692;315000;90;266;1;2010;0;appartement;15;2
1082 KN Amsterdam;Onstein 164;5.233.001;4.869.435;500000;130;410;1;1960;0;appartement;32;4
1013 VJ Amsterdam;Houtrijkstraat 150;5.239.071;4.877.555;387500;80;180;1;1981;1;appartement;21;3
1108 GA Amsterdam;Leksmondhof 279 .;5.230.944;4.980.958;239000;100;372;9;1979;0;appartement;15;4
1012 GM Amsterdam;Oudezijds Voorburgwal 316 G;5.236.972;4.894.053;925000;180;370;1;1906;0;appartement;29;3
1098 VJ Amsterdam;Hertzstraat 10;5.234.792;4.941.759;475000;108;310;1;1994;0;appartement;23;4
1096 AA Amsterdam;Omval 77;5.234.525;4.915.441;420000;95;316;1;1997;0;appartement;23;3
1016 HJ Amsterdam;Prinsengracht 292 1-4;523.704;4.882.372;1300000;177;538;4;1915;1;appartement;32;7
1067 WK Amsterdam;H.J. Algrastraat 3;5.238.197;4.789.298;275000;107;300;2;1990;1;woonhuis;25;4
1054 ZE Amsterdam;Jacob van Lennepkade 31 hs;523.659;4.875.506;900000;136;490;2;1906;1;appartement;29;3
1102 CA Amsterdam;Hoogoord 18;523.127;495.486;119500;64;165;1;1968;0;appartement;15;2
1017 NA Amsterdam;Leidsegracht 17 hs;5.236.703;4.885.815;1044000;174;663;2;1906;0;appartement;14;3
1012 RN Amsterdam;Wijdesteeg 3 C;5.237.154;4.889.798;482840;60;255;3;1906;0;appartement;25;2
1064 EC Amsterdam;Burgemeester Hogguerstraat 855;5.237.305;4.828.109;189000;0;0;1;0;0;onbekend;1;1
1094 SZ Amsterdam;Formosastraat 44;5.235.992;4.934.662;300000;78;245;1;1986;0;appartement;28;3
1058 SL Amsterdam;Leiduinstraat 50 1;5.235.296;4.846.725;299000;58;179;1;1934;0;appartement;19;3
1034 DG Amsterdam;Barkpad 43;5.240.327;4.909.988;359000;118;415;3;1987;1;woonhuis;22;6
1017 SL Amsterdam;Weteringstraat 9;5.236.206;488.913;980000;175;649;4;1906;1;woonhuis;32;5
1095 HS Amsterdam;Sumatrastraat 212 H;5.235.905;4.941.042;225000;45;130;5;1906;1;appartement;21;3
1011 NA Amsterdam;Valkenburgerstraat 140 C;5.236.984;4.905.936;449000;90;316;1;2014;0;appartement;37;3
1069 EC Amsterdam;Langswater 350;5.235.549;4.790.122;159000;60;180;13;1968;0;appartement;16;3
1091 VB Amsterdam;Vrolikstraat 275 -II;5.235.592;491.671;275000;52;135;1;1954;0;appartement;22;2
1086 Amsterdam;IJburglaan;5.236.354;4.982.363;45000;0;0;1;0;0;parkeergelegenheid;5;1
1055 RZ Amsterdam;Nieuwpoortstraat 86 C19;5.238.432;4.857.722;245000;49;173;1;2017;0;appartement;20;2
1102 AX Amsterdam;Raoul Wallenbergstraat 169;5.231.773;4.957.274;350000;135;430;1;2010;0;appartement;40;4
1015 GR Amsterdam;Lijnbaansgracht 52 B;5.237.891;4.880.205;629900;90;269;2;1906;1;appartement;39;4
